P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,bins
0.5859374999999994,0.73170731707317,0.6532066508313534,0.3198294243070359,1.4304291287386204,0.4664970313825272,0.3042596348884378,1.138828633405639,0.29013539651837494,0.0,-0.37
0.19531249999999983,0.24390243902439002,0.2969121140142515,0.7462686567164173,1.4304291287386204,0.6785411365564031,0.20283975659229192,0.5422993492407804,0.29013539651837494,0.0,-0.35
0.39062499999999967,0.5691056910569101,0.41567695961995216,0.6396588486140719,1.4304291287386204,0.5089058524173024,0.3042596348884378,1.0845986984815608,0.7736943907156667,0.0,-0.32999999999999996
0.19531250000000092,0.5691056910569132,0.29691211401425316,0.21321961620469182,1.6905071521456516,0.33927056827820345,0.40567951318458606,0.8676789587852535,0.09671179883945887,0.0,-0.30999999999999994
0.39062499999999967,0.40650406504065006,0.593824228028503,0.5330490405117266,1.4304291287386204,0.5937234944868528,0.40567951318458384,0.9761388286334047,0.8704061895551249,0.11337868480725614,-0.29000000000000004
0.5859374999999994,0.6504065040650401,0.3562945368171018,0.5330490405117266,1.8205461638491534,0.5089058524173024,0.0,0.7049891540130145,0.6769825918762084,0.0,-0.27
0.19531249999999983,0.48780487804878003,0.8907363420427545,1.1727078891257987,1.3654096228868648,0.6785411365564031,0.3042596348884378,0.8676789587852487,0.19342359767891668,0.11337868480725614,-0.25
0.48828124999999956,0.6504065040650401,0.5344418052256528,0.6396588486140719,1.3654096228868648,0.5089058524173024,0.5070993914807298,0.8134490238611706,0.48355899419729165,0.11337868480725614,-0.22999999999999998
0.39062499999999967,0.40650406504065006,1.3064133016627069,0.21321961620469065,1.495448634590376,0.8905852417302791,0.20283975659229192,0.7049891540130145,0.7736943907156667,0.0,-0.20999999999999996
0.8789062499999992,0.08130081300813001,1.4251781472684073,0.7462686567164173,0.975292587776332,0.5513146734520775,0.10141987829614596,0.5422993492407804,0.48355899419729165,0.6802721088435367,-0.18999999999999995
0.6835937499999994,0.6504065040650401,1.1282660332541559,0.7462686567164173,0.975292587776332,0.7633587786259535,0.5070993914807298,0.43383947939262435,0.5802707930367499,0.0,-0.16999999999999993
0.8789062499999992,0.6504065040650401,0.771971496437054,0.8528784648187626,1.4304291287386204,0.5937234944868528,0.0,0.48806941431670237,0.48355899419729165,0.11337868480725614,-0.1499999999999999
0.09765624999999992,0.48780487804878003,1.0095011876484552,0.7462686567164173,1.5604681404421312,0.8481764206955039,0.40567951318458384,0.5965292841648585,0.7736943907156667,0.11337868480725614,-0.1299999999999999
0.390625000000004,0.24390243902439274,1.1876484560570193,0.852878464818772,1.1053315994798552,0.4240882103477567,0.30425963488844127,0.32537960954447187,1.2572533849129721,0.3401360544217722,-0.10999999999999988
0.7812499999999993,0.48780487804878003,1.6627078384798086,1.1727078891257987,0.7152145643693102,0.8057675996607288,0.7099391480730217,0.16268980477223413,0.6769825918762084,0.34013605442176836,-0.09000000000000008
1.0742187499999991,1.0569105691056901,1.187648456057006,1.0660980810234533,1.1703511053315985,1.2298558100084807,0.6085192697768756,0.7049891540130145,1.0638297872340416,0.34013605442176836,-0.07000000000000006
0.9765624999999991,0.8943089430894302,0.7125890736342037,1.2793176972281437,0.975292587776332,0.9754028837998296,1.3184584178498975,0.8134490238611706,1.5473887814313334,0.5668934240362806,-0.050000000000000044
1.9531249999999982,2.1138211382113803,1.187648456057006,1.0660980810234533,1.3003901170351093,1.2298558100084807,1.9269776876267732,1.409978308026029,1.1605415860734998,1.3605442176870735,-0.030000000000000027
2.539062499999998,2.92682926829268,1.3064133016627069,1.8123667377398704,1.5604681404421312,1.6963528413910078,2.231237322515211,1.9522776572668095,2.3210831721469996,0.6802721088435367,-0.010000000000000009
2.9296874999999973,3.6585365853658507,2.0783847980997607,2.2388059701492518,1.0403120936280876,1.908396946564884,3.549695740365108,2.76572668112798,2.7079303675048334,3.061224489795916,0.010000000000000009
3.710937499999997,4.63414634146341,2.4940617577197126,2.5586353944562874,1.950585175552664,2.5021204410517366,3.0425963488843784,2.711496746203902,3.384912959381041,2.494331065759635,0.030000000000000027
4.1992187499999964,4.552845528455281,1.9002375296912097,3.1982942430703596,1.3654096228868648,3.095843935538589,4.766734279918859,3.5791757049891513,3.4816247582204998,4.875283446712014,0.050000000000000044
4.1992187499999964,3.2520325203252005,3.266033254156767,2.4520255863539426,1.1703511053315985,3.307888040712465,4.158215010141984,3.0911062906724482,3.6750483558994165,4.761904761904757,0.07000000000000006
3.515624999999997,3.739837398373981,2.6128266033254137,3.1982942430703596,1.3654096228868648,3.307888040712465,4.563894523326568,3.0911062906724482,3.868471953578333,4.081632653061221,0.09000000000000008
4.785156249999996,3.0894308943089404,2.7315914489311144,3.5181236673773957,0.8452535760728211,3.647158608990667,2.839756592292087,2.440347071583512,3.6750483558994165,3.6281179138321966,0.1100000000000001
3.320312499999997,2.2764227642276404,3.0285035629453656,3.4115138592750505,0.32509752925877733,4.071246819338419,4.361054766734276,2.874186550976136,3.094777562862667,5.668934240362806,0.13000000000000012
2.050781250000021,2.4390243902439273,3.1472684085511013,3.9445628997868205,0.45513654096229333,2.2052586938083345,2.636916835699824,2.0607375271149886,2.3210831721470258,3.1746031746032073,0.15000000000000013
1.9531249999999982,1.46341463414634,2.6128266033254137,2.4520255863539426,0.32509752925877733,2.841391009329938,2.636916835699795,1.301518438177873,2.0309477756286247,3.8548752834467086,0.16999999999999993
1.8554687499999984,1.3008130081300802,1.6627078384798086,2.4520255863539426,0.1950585175552664,1.3570822731128063,1.6227180527383354,0.9761388286334047,0.7736943907156667,2.1541950113378667,0.18999999999999995
0.9765624999999991,1.1382113821138202,1.543942992874108,0.9594882729211079,0.5201560468140438,1.0602205258693798,1.0141987829614596,0.7592190889370927,1.7408123791102499,2.0408163265306105,0.20999999999999996
0.2929687499999997,0.6504065040650401,1.187648456057006,0.5330490405117266,0.0,0.5089058524173024,0.7099391480730217,0.32537960954446826,0.8704061895551249,1.3605442176870735,0.22999999999999998
0.19531249999999983,0.24390243902439002,1.4251781472684073,0.5330490405117266,0.13003901170351095,0.4664970313825272,0.5070993914807298,0.10845986984815609,0.5802707930367499,1.1337868480725612,0.25
0.5859374999999994,0.32520325203252004,0.593824228028503,0.4264392324093813,0.0,0.16963528413910078,0.9127789046653136,0.054229934924078044,0.19342359767891668,0.6802721088435367,0.27
0.19531249999999983,0.0,0.771971496437054,0.3198294243070359,0.0,0.2968617472434264,0.10141987829614596,0.0,0.19342359767891668,0.6802721088435367,0.29000000000000004
0.2929687499999997,0.16260162601626002,0.23752969121140122,0.3198294243070359,0.0,0.042408821034775196,0.20283975659229192,0.0,0.29013539651837494,0.5668934240362806,0.31000000000000005
0.09765624999999992,0.08130081300813001,0.059382422802850304,0.0,0.0,0.08481764206955039,0.0,0.0,0.09671179883945834,0.11337868480725614,0.33000000000000007
0.0,0.0,0.1781472684085509,0.0,0.0,0.0,0.10141987829614596,0.0,0.0,0.0,0.3500000000000001
0.0,0.0,0.0,0.10660980810234533,0.0,0.08481764206955039,0.10141987829614596,0.054229934924078044,0.0,0.2267573696145123,0.3700000000000001
0.0,0.0,0.0,0.10660980810234533,0.0,0.042408821034775196,0.0,0.0,0.0,0.0,0.3900000000000001
0.0,0.0,0.0,0.0,0.0,0.04240882103477567,0.0,0.0,0.0,0.0,0.41000000000000014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42999999999999994
0.0,0.0,0.0,0.0,0.0,0.08481764206955039,0.0,0.0,0.0,0.0,0.44999999999999996
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
0.0,0.0,0.0,0.0,0.0,0.08481764206955039,0.0,0.0,0.0,0.0,0.49
0.0,0.0,0.0,0.0,0.0,0.042408821034775196,0.0,0.0,0.0,0.0,0.51
0.0,0.0,0.0,0.0,0.0,0.042408821034775196,0.0,0.0,0.0,0.0,0.53
0.0,0.0,0.0,0.0,0.0,0.042408821034775196,0.0,0.0,0.0,0.0,0.55
0.0,0.0,0.0,0.0,0.0,0.042408821034775196,0.0,0.0,0.0,0.0,0.5700000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5900000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6300000000000001
0.0,0.0,0.0,0.0,0.0,0.04240882103477567,0.0,0.0,0.0,0.0,0.6500000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699999999999999
0.0,0.0,0.0,0.0,0.0,0.042408821034775196,0.0,0.0,0.0,0.0,0.69
0.0,0.0,0.0,0.0,0.0,0.042408821034775196,0.0,0.0,0.0,0.0,0.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73
0.0,0.0,0.0,0.0,0.0,0.08481764206955039,0.0,0.0,0.0,0.0,0.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
0.0,0.0,0.0,0.0,0.0,0.042408821034775196,0.0,0.0,0.0,0.0,0.81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9100000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300000000000002
0.0,0.0,0.059382422802850304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9500000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9700000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0100000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0500000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0699999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0899999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
